roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-8344,Female,Group B,Associate's degree,Free/reduced,Not complete,36,82,74,45,237,C
std-8345,Female,Group B,Master's degree,Standard,Complete,39,78,95,55,267,B
std-8346,Female,Group D,High school,Standard,Not complete,72,62,87,41,262,B
std-8347,Female,Group A,High school,Free/reduced,Complete,65,83,56,52,256,B
std-8348,Female,Group C,High school,Standard,Complete,50,79,100,66,295,B
std-8349,Female,Group E,Associate's degree,Standard,Not complete,100,60,67,86,313,B
std-8350,Female,Group A,Bachelor's degree,Standard,Not complete,80,61,72,41,254,B
std-8351,Female,Group D,Some college,Standard,Not complete,89,26,68,62,245,C
std-8352,Female,Group D,Associate's degree,Standard,Complete,58,75,79,52,264,B
std-8353,Female,Group A,Associate's degree,Standard,Not complete,72,53,91,82,298,B
std-8354,Female,Group A,Some college,Standard,Complete,70,65,92,50,277,B
std-8355,Female,Group A,Some college,Standard,Not complete,89,100,56,74,319,B
std-8356,Female,Group C,High school,Standard,Complete,45,54,79,57,235,C
std-8357,Female,Group D,Bachelor's degree,Standard,Not complete,76,31,94,89,290,B
std-8358,Female,Group C,Some college,Free/reduced,Complete,87,37,100,94,318,B
std-8359,Female,Group D,High school,Standard,Not complete,65,37,90,88,280,B
std-8360,Female,Group A,Master's degree,Standard,Complete,93,84,84,79,340,A
std-8361,Female,Group A,Bachelor's degree,Free/reduced,Not complete,51,80,85,62,278,B
std-8362,Female,Group B,Some college,Standard,Not complete,69,76,53,66,264,B
std-8363,Female,Group C,Associate's degree,Standard,Complete,39,57,92,88,276,B
std-8364,Female,Group B,Associate's degree,Free/reduced,Not complete,36,44,71,66,217,C
std-8365,Female,Group D,High school,Free/reduced,Not complete,55,44,87,30,216,C
std-8366,Female,Group A,Associate's degree,Standard,Not complete,71,71,99,45,286,B
std-8367,Female,Group B,Some college,Standard,Not complete,63,74,95,47,279,B
std-8368,Female,Group C,Associate's degree,Standard,Complete,27,46,61,56,190,D
std-8369,Female,Group B,High school,Free/reduced,Not complete,82,55,91,58,286,B
std-8370,Female,Group C,Associate's degree,Standard,Complete,51,54,100,96,301,B
std-8371,Female,Group E,High school,Free/reduced,Not complete,59,69,82,72,282,B
std-8372,Female,Group C,Associate's degree,Standard,Complete,88,89,53,58,288,B
std-8373,Female,Group C,Bachelor's degree,Standard,Not complete,37,45,77,29,188,D
std-8374,Female,Group D,Associate's degree,Free/reduced,Not complete,51,75,97,68,291,B
std-8375,Female,Group C,High school,Standard,Not complete,97,61,70,66,294,B
std-8376,Female,Group B,Some college,Free/reduced,Not complete,69,75,69,30,243,C
std-8377,Female,Group C,Bachelor's degree,Standard,Not complete,40,79,72,77,268,B
std-8378,Female,Group D,High school,Standard,Complete,91,88,91,72,342,A
std-8379,Female,Group A,Bachelor's degree,Free/reduced,Complete,58,100,65,59,282,B
std-8380,Female,Group E,High school,Standard,Not complete,57,100,72,86,315,B
std-8381,Female,Group E,Associate's degree,Free/reduced,Not complete,75,63,74,68,280,B
std-8382,Female,Group D,Bachelor's degree,Standard,Not complete,82,98,95,82,357,A
std-8383,Female,Group C,Master's degree,Standard,Not complete,50,31,56,47,184,D
std-8384,Female,Group E,High school,Standard,Not complete,75,68,42,69,254,B
std-8385,Female,Group C,Associate's degree,Free/reduced,Not complete,67,56,94,57,274,B
std-8386,Female,Group E,Some college,Standard,Complete,58,59,100,72,289,B
std-8387,Female,Group C,High school,Standard,Not complete,80,79,55,84,298,B
std-8388,Female,Group D,Some college,Free/reduced,Not complete,70,43,69,89,271,B
std-8389,Female,Group C,Some college,Standard,Not complete,100,61,61,59,281,B
std-8390,Female,Group A,Bachelor's degree,Free/reduced,Not complete,46,64,79,41,230,C
std-8391,Female,Group E,Bachelor's degree,Standard,Not complete,86,42,68,62,258,B
std-8392,Female,Group A,High school,Standard,Complete,46,41,76,81,244,C
std-8393,Female,Group B,High school,Standard,Not complete,78,56,76,46,256,B
std-8394,Female,Group B,High school,Standard,Not complete,72,93,89,95,349,A
std-8395,Female,Group E,Some college,Standard,Complete,62,87,92,75,316,B
std-8396,Female,Group D,High school,Free/reduced,Complete,84,93,70,54,301,B
std-8397,Female,Group D,High school,Standard,Not complete,71,30,56,69,226,C
std-8398,Female,Group E,Bachelor's degree,Standard,Complete,89,53,86,85,313,B
std-8399,Female,Group A,Associate's degree,Standard,Not complete,35,47,77,63,222,C
std-8400,Female,Group E,Master's degree,Standard,Complete,57,100,84,97,338,A
std-8401,Female,Group D,Master's degree,Standard,Not complete,33,78,60,61,232,C
std-8402,Female,Group C,High school,Free/reduced,Not complete,65,58,60,49,232,C
std-8403,Female,Group D,High school,Standard,Not complete,62,76,100,42,280,B
std-8404,Female,Group A,High school,Free/reduced,Not complete,57,73,100,78,308,B
std-8405,Female,Group A,High school,Standard,Complete,89,55,66,35,245,C
std-8406,Female,Group D,High school,Free/reduced,Not complete,48,100,54,90,292,B
std-8407,Female,Group E,Master's degree,Free/reduced,Not complete,48,78,67,71,264,B
std-8408,Female,Group B,High school,Free/reduced,Not complete,44,73,89,97,303,B
std-8409,Female,Group A,High school,Free/reduced,Not complete,64,68,85,78,295,B
std-8410,Female,Group D,Bachelor's degree,Free/reduced,Not complete,27,85,81,69,262,B
std-8411,Female,Group A,Master's degree,Free/reduced,Not complete,60,51,69,44,224,C
std-8412,Female,Group B,Bachelor's degree,Free/reduced,Complete,91,84,89,59,323,A
std-8413,Female,Group C,High school,Free/reduced,Not complete,51,87,74,84,296,B
std-8414,Female,Group E,High school,Standard,Not complete,80,77,87,39,283,B
std-8415,Female,Group B,High school,Standard,Complete,29,100,72,72,273,B
std-8416,Female,Group A,Associate's degree,Standard,Not complete,32,50,38,94,214,C
std-8417,Female,Group B,High school,Standard,Complete,34,100,76,93,303,B
std-8418,Female,Group D,High school,Standard,Complete,47,51,93,80,271,B
std-8419,Female,Group C,Some college,Free/reduced,Not complete,49,76,96,68,289,B
std-8420,Female,Group D,Associate's degree,Standard,Complete,52,100,60,81,293,B
std-8421,Female,Group E,Associate's degree,Standard,Complete,50,64,65,86,265,B
std-8422,Female,Group C,High school,Standard,Complete,51,68,100,87,306,B
std-8423,Female,Group D,High school,Free/reduced,Not complete,37,71,92,74,274,B
std-8424,Female,Group B,Some college,Standard,Not complete,86,46,74,59,265,B
std-8425,Female,Group D,Master's degree,Standard,Not complete,50,38,100,100,288,B
std-8426,Female,Group C,High school,Standard,Complete,49,89,76,89,303,B
std-8427,Female,Group D,High school,Standard,Not complete,49,61,78,53,241,C
std-8428,Female,Group C,Associate's degree,Standard,Complete,83,57,64,62,266,B
std-8429,Female,Group C,Some college,Free/reduced,Complete,89,37,76,72,274,B
std-8430,Female,Group A,Associate's degree,Standard,Not complete,65,44,90,70,269,B
std-8431,Female,Group A,High school,Standard,Complete,72,59,98,75,304,B
std-8432,Female,Group D,High school,Standard,Not complete,74,69,88,77,308,B
std-8433,Female,Group E,High school,Free/reduced,Not complete,71,52,47,42,212,C
std-8434,Female,Group A,Some college,Standard,Complete,60,58,86,66,270,B
std-8435,Female,Group D,Some college,Standard,Not complete,61,45,29,89,224,C
std-8436,Female,Group B,High school,Free/reduced,Not complete,70,59,94,83,306,B
std-8437,Female,Group C,Master's degree,Standard,Not complete,40,32,24,55,151,D
std-8438,Female,Group D,Some college,Standard,Not complete,95,73,98,76,342,A
std-8439,Female,Group C,Bachelor's degree,Standard,Complete,47,95,63,93,298,B
std-8440,Female,Group C,High school,Standard,Not complete,50,100,78,33,261,B
std-8441,Female,Group B,Associate's degree,Standard,Complete,84,98,96,84,362,A
std-8442,Female,Group E,High school,Free/reduced,Not complete,32,81,100,100,313,B
std-8443,Female,Group C,Associate's degree,Standard,Not complete,67,67,77,83,294,B
std-8444,Female,Group D,Associate's degree,Free/reduced,Complete,58,60,81,69,268,B
std-8445,Female,Group C,Bachelor's degree,Standard,Not complete,100,84,100,90,374,A
std-8446,Female,Group C,High school,Standard,Complete,33,80,48,97,258,B
std-8447,Female,Group B,High school,Free/reduced,Complete,50,92,87,80,309,B
std-8448,Female,Group E,Some college,Standard,Not complete,50,53,50,84,237,C
std-8449,Female,Group B,High school,Standard,Complete,47,58,82,58,245,C
std-8450,Female,Group C,Bachelor's degree,Standard,Complete,62,100,62,94,318,B
std-8451,Female,Group B,Some college,Free/reduced,Not complete,71,71,78,44,264,B
std-8452,Female,Group E,Bachelor's degree,Standard,Complete,69,55,84,71,279,B
std-8453,Female,Group E,Associate's degree,Standard,Not complete,39,80,76,86,281,B
std-8454,Female,Group B,Master's degree,Standard,Not complete,43,82,84,95,304,B
std-8455,Female,Group D,High school,Standard,Complete,31,97,82,74,284,B
std-8456,Female,Group D,High school,Standard,Not complete,64,61,96,47,268,B
std-8457,Female,Group C,Some college,Free/reduced,Complete,62,99,81,89,331,A
std-8458,Female,Group D,High school,Standard,Not complete,59,70,100,94,323,A
std-8459,Female,Group C,Some college,Standard,Not complete,56,91,86,66,299,B
std-8460,Female,Group B,Master's degree,Standard,Not complete,65,65,78,46,254,B
std-8461,Female,Group C,High school,Standard,Complete,67,96,57,81,301,B
std-8462,Female,Group C,High school,Standard,Complete,69,76,66,67,278,B
std-8463,Female,Group E,Bachelor's degree,Standard,Not complete,63,55,65,67,250,B
std-8464,Female,Group B,Bachelor's degree,Standard,Not complete,51,80,92,100,323,A
std-8465,Female,Group D,High school,Standard,Not complete,64,94,73,59,290,B
std-8466,Female,Group A,Some college,Free/reduced,Complete,59,37,85,80,261,B
std-8467,Female,Group D,Some college,Standard,Complete,52,80,88,72,292,B
std-8468,Female,Group B,High school,Standard,Not complete,53,82,65,100,300,B
std-8469,Female,Group D,High school,Free/reduced,Complete,57,77,100,37,271,B
std-8470,Female,Group B,Bachelor's degree,Standard,Not complete,58,81,92,85,316,B
std-8471,Female,Group E,Bachelor's degree,Standard,Complete,63,37,78,51,229,C
std-8472,Female,Group B,Some college,Free/reduced,Not complete,57,58,89,68,272,B
std-8473,Female,Group C,Master's degree,Standard,Not complete,39,67,58,63,227,C
std-8474,Female,Group E,Some college,Free/reduced,Complete,32,75,94,52,253,B
std-8475,Female,Group C,High school,Standard,Complete,91,76,74,33,274,B
std-8476,Female,Group C,Some college,Standard,Complete,27,96,92,75,290,B
std-8477,Female,Group D,Bachelor's degree,Standard,Not complete,68,100,67,62,297,B
std-8478,Female,Group C,High school,Standard,Not complete,68,100,67,41,276,B
std-8479,Female,Group D,High school,Standard,Complete,27,100,64,100,291,B
std-8480,Female,Group D,High school,Standard,Complete,58,61,61,47,227,C
std-8481,Female,Group C,Some college,Standard,Not complete,74,35,62,68,239,C
std-8482,Female,Group D,Master's degree,Standard,Not complete,40,70,70,65,245,C
std-8483,Female,Group D,Some college,Standard,Not complete,60,67,53,59,239,C
std-8484,Female,Group E,Some college,Standard,Not complete,27,89,82,75,273,B
std-8485,Female,Group C,Some college,Free/reduced,Not complete,65,72,45,34,216,C
std-8486,Female,Group D,Associate's degree,Standard,Complete,71,60,51,25,207,C
std-8487,Female,Group B,Associate's degree,Free/reduced,Not complete,43,73,69,87,272,B
std-8488,Female,Group C,High school,Standard,Not complete,63,68,87,63,281,B
std-8489,Female,Group C,High school,Standard,Complete,72,58,85,81,296,B
std-8490,Female,Group C,Bachelor's degree,Free/reduced,Not complete,56,83,77,60,276,B
std-8491,Female,Group A,Master's degree,Standard,Not complete,65,65,48,68,246,C
std-8492,Female,Group E,Some college,Standard,Complete,79,26,69,90,264,B
std-8493,Female,Group C,Master's degree,Free/reduced,Complete,92,51,71,39,253,B
std-8494,Female,Group B,Associate's degree,Standard,Not complete,100,66,82,65,313,B
std-8495,Female,Group D,High school,Standard,Complete,89,54,100,95,338,A
std-8496,Female,Group B,Bachelor's degree,Free/reduced,Complete,49,78,69,88,284,B
std-8497,Female,Group C,High school,Standard,Not complete,60,84,45,58,247,C
std-8498,Female,Group E,High school,Free/reduced,Not complete,92,80,86,62,320,A
std-8499,Female,Group C,Associate's degree,Free/reduced,Complete,36,83,99,81,299,B
std-8500,Female,Group D,Associate's degree,Free/reduced,Not complete,78,100,75,63,316,B
std-8501,Female,Group D,High school,Free/reduced,Complete,72,86,55,68,281,B
std-8502,Female,Group A,High school,Standard,Complete,31,91,78,58,258,B
std-8503,Female,Group C,High school,Standard,Not complete,60,67,100,55,282,B
std-8504,Female,Group E,High school,Free/reduced,Complete,64,67,90,74,295,B
std-8505,Female,Group C,High school,Standard,Complete,27,72,73,75,247,C
std-8506,Female,Group B,High school,Standard,Complete,27,100,96,74,297,B
std-8507,Female,Group D,High school,Standard,Not complete,47,45,73,61,226,C
std-8508,Female,Group C,Some college,Standard,Complete,70,73,86,31,260,B
std-8509,Female,Group C,High school,Standard,Not complete,93,55,93,70,311,B
std-8510,Female,Group B,Some college,Standard,Complete,98,36,88,66,288,B
std-8511,Female,Group A,High school,Standard,Not complete,71,83,90,85,329,A
std-8512,Female,Group D,Some college,Free/reduced,Complete,67,59,72,67,265,B
std-8513,Female,Group A,Some college,Standard,Not complete,74,48,75,62,259,B
std-8514,Female,Group A,Bachelor's degree,Free/reduced,Complete,58,68,59,82,267,B
std-8515,Female,Group E,High school,Standard,Not complete,44,86,72,53,255,B
std-8516,Female,Group D,Some college,Free/reduced,Not complete,44,54,100,86,284,B
std-8517,Female,Group D,Bachelor's degree,Free/reduced,Not complete,51,77,67,56,251,B
std-8518,Female,Group C,High school,Standard,Not complete,51,48,65,78,242,C
std-8519,Female,Group B,Associate's degree,Free/reduced,Complete,71,69,69,74,283,B
std-8520,Female,Group C,Associate's degree,Free/reduced,Complete,70,31,70,71,242,C
std-8521,Female,Group C,High school,Free/reduced,Not complete,47,100,47,72,266,B
std-8522,Female,Group D,Some college,Standard,Not complete,37,58,68,43,206,C
std-8523,Female,Group B,Master's degree,Standard,Not complete,81,74,85,90,330,A
std-8524,Female,Group C,Some college,Free/reduced,Not complete,67,62,75,38,242,C
std-8525,Female,Group C,Some college,Free/reduced,Complete,56,79,94,54,283,B
std-8526,Female,Group A,High school,Standard,Not complete,80,73,90,100,343,A
std-8527,Female,Group C,High school,Standard,Complete,64,92,89,98,343,A
std-8528,Female,Group E,Some college,Standard,Not complete,32,91,94,80,297,B
std-8529,Female,Group C,Associate's degree,Standard,Not complete,71,67,75,71,284,B
std-8530,Female,Group A,Associate's degree,Free/reduced,Complete,69,54,74,37,234,C
std-8531,Female,Group E,Associate's degree,Free/reduced,Not complete,73,65,84,45,267,B
std-8532,Female,Group E,High school,Standard,Not complete,52,54,85,66,257,B
std-8533,Female,Group B,Associate's degree,Standard,Not complete,58,61,69,50,238,C
std-8534,Female,Group D,High school,Free/reduced,Not complete,34,82,71,100,287,B
std-8535,Female,Group B,High school,Free/reduced,Complete,54,80,90,69,293,B
std-8536,Female,Group B,Master's degree,Free/reduced,Not complete,27,89,69,31,216,C
std-8537,Female,Group C,High school,Standard,Not complete,74,77,48,70,269,B
std-8538,Female,Group D,High school,Standard,Complete,59,73,65,86,283,B
std-8539,Female,Group C,Bachelor's degree,Standard,Not complete,69,70,94,68,301,B
std-8540,Female,Group A,Associate's degree,Free/reduced,Not complete,62,58,88,100,308,B
std-8541,Female,Group E,Some college,Standard,Not complete,58,48,60,82,248,C
std-8542,Female,Group D,High school,Standard,Complete,60,77,81,57,275,B
std-8543,Female,Group B,High school,Free/reduced,Not complete,77,86,68,75,306,B
std-8544,Female,Group C,High school,Standard,Not complete,36,37,70,100,243,C
std-8545,Female,Group A,Associate's degree,Free/reduced,Not complete,27,49,61,40,177,D
std-8546,Female,Group E,High school,Standard,Complete,78,48,46,49,221,C
std-8547,Female,Group D,High school,Standard,Not complete,82,38,69,69,258,B
std-8548,Female,Group D,Associate's degree,Free/reduced,Not complete,56,58,61,70,245,C
std-8549,Female,Group C,Associate's degree,Standard,Not complete,33,46,97,63,239,C
std-8550,Female,Group D,Associate's degree,Free/reduced,Not complete,59,76,83,49,267,B
std-8551,Female,Group C,High school,Standard,Not complete,63,65,80,80,288,B
std-8552,Female,Group D,High school,Standard,Not complete,100,25,84,82,291,B
std-8553,Female,Group D,Associate's degree,Standard,Complete,74,75,82,65,296,B
std-8554,Female,Group E,Some college,Standard,Complete,67,71,52,56,246,C
std-8555,Female,Group D,Some college,Free/reduced,Not complete,31,78,62,85,256,B
std-8556,Female,Group E,High school,Standard,Complete,60,97,98,84,339,A
std-8557,Female,Group C,Associate's degree,Free/reduced,Not complete,76,52,74,82,284,B
std-8558,Female,Group C,Associate's degree,Standard,Not complete,79,65,98,71,313,B
std-8559,Female,Group C,High school,Standard,Not complete,40,60,98,86,284,B
std-8560,Female,Group A,Some college,Free/reduced,Complete,54,70,76,75,275,B
std-8561,Female,Group B,Some college,Free/reduced,Complete,100,68,60,82,310,B
std-8562,Female,Group E,High school,Free/reduced,Not complete,27,86,58,53,224,C
std-8563,Female,Group A,Bachelor's degree,Standard,Complete,90,73,80,52,295,B
std-8564,Female,Group A,High school,Standard,Complete,45,72,51,90,258,B
std-8565,Female,Group A,High school,Free/reduced,Not complete,41,54,43,48,186,D
std-8566,Female,Group C,Associate's degree,Standard,Not complete,36,53,93,89,271,B
std-8567,Female,Group C,High school,Standard,Complete,41,80,91,55,267,B
std-8568,Female,Group B,Master's degree,Free/reduced,Complete,100,61,84,77,322,A
std-8569,Female,Group C,Bachelor's degree,Standard,Not complete,64,70,87,94,315,B
std-8570,Female,Group C,Some college,Free/reduced,Not complete,50,62,88,31,231,C
std-8571,Female,Group B,High school,Free/reduced,Not complete,38,50,72,76,236,C
std-8572,Female,Group B,Associate's degree,Free/reduced,Not complete,48,95,66,85,294,B
std-8573,Female,Group D,Bachelor's degree,Standard,Not complete,86,75,78,79,318,B
std-8574,Female,Group E,High school,Standard,Not complete,68,58,89,64,279,B
std-8575,Female,Group D,High school,Standard,Complete,76,70,100,76,322,A
std-8576,Female,Group C,Some college,Standard,Not complete,96,93,83,70,342,A
std-8577,Female,Group C,High school,Standard,Not complete,56,71,100,79,306,B
std-8578,Female,Group D,High school,Free/reduced,Complete,52,76,95,41,264,B
std-8579,Female,Group C,Associate's degree,Standard,Not complete,87,63,80,75,305,B
std-8580,Female,Group C,Associate's degree,Standard,Not complete,55,40,61,85,241,C
std-8581,Female,Group C,Some college,Free/reduced,Complete,65,88,87,73,313,B
std-8582,Female,Group E,High school,Free/reduced,Not complete,79,89,80,49,297,B
std-8583,Female,Group B,High school,Standard,Not complete,63,61,33,40,197,D
std-8584,Female,Group D,Some college,Free/reduced,Not complete,62,88,100,34,284,B
std-8585,Female,Group E,Some college,Free/reduced,Complete,31,63,91,62,247,C
std-8586,Female,Group B,Associate's degree,Standard,Not complete,64,43,82,78,267,B
std-8587,Female,Group C,Bachelor's degree,Free/reduced,Not complete,29,79,73,45,226,C
std-8588,Female,Group E,High school,Standard,Complete,95,76,61,41,273,B
std-8589,Female,Group D,High school,Standard,Complete,57,75,61,87,280,B
std-8590,Female,Group E,Bachelor's degree,Free/reduced,Not complete,76,37,99,43,255,B
std-8591,Female,Group C,Associate's degree,Standard,Not complete,49,75,78,100,302,B
std-8592,Female,Group C,Some college,Standard,Not complete,61,26,53,43,183,D
std-8593,Female,Group D,High school,Standard,Not complete,27,100,88,55,270,B
std-8594,Female,Group C,High school,Free/reduced,Not complete,65,61,84,100,310,B
std-8595,Female,Group B,High school,Standard,Not complete,71,94,82,53,300,B
std-8596,Female,Group B,Some college,Standard,Not complete,38,63,71,39,211,C
std-8597,Female,Group B,High school,Standard,Complete,51,45,88,93,277,B
std-8598,Female,Group C,High school,Standard,Not complete,87,97,63,56,303,B
std-8599,Female,Group B,Some college,Standard,Not complete,63,74,98,82,317,B
std-8600,Female,Group A,Some college,Standard,Complete,49,59,77,90,275,B
std-8601,Female,Group E,Bachelor's degree,Standard,Not complete,64,65,48,51,228,C
std-8602,Female,Group C,High school,Standard,Complete,90,36,81,94,301,B
std-8603,Female,Group B,High school,Standard,Not complete,82,81,83,53,299,B
std-8604,Female,Group B,Associate's degree,Free/reduced,Complete,69,83,100,47,299,B
std-8605,Female,Group D,Some college,Standard,Complete,79,59,91,61,290,B
std-8606,Female,Group B,High school,Free/reduced,Complete,48,53,76,48,225,C
std-8607,Female,Group C,High school,Standard,Complete,57,43,59,85,244,C
std-8608,Female,Group C,Associate's degree,Standard,Not complete,55,72,67,63,257,B
std-8609,Female,Group B,Associate's degree,Free/reduced,Not complete,63,69,87,66,285,B
std-8610,Female,Group C,High school,Standard,Complete,29,42,54,57,182,D
std-8611,Female,Group C,High school,Standard,Not complete,49,74,84,87,294,B
std-8612,Female,Group C,Bachelor's degree,Standard,Not complete,65,57,83,60,265,B
std-8613,Female,Group D,Associate's degree,Free/reduced,Not complete,65,81,78,58,282,B
std-8614,Female,Group E,High school,Standard,Complete,33,61,61,96,251,B
std-8615,Female,Group C,Some college,Standard,Not complete,28,76,100,55,259,B
std-8616,Female,Group C,Associate's degree,Standard,Complete,83,27,72,40,222,C
std-8617,Female,Group C,Some college,Standard,Not complete,54,81,82,68,285,B
std-8618,Female,Group A,Some college,Standard,Not complete,84,46,71,67,268,B
std-8619,Female,Group D,Some college,Free/reduced,Not complete,92,30,41,27,190,D
std-8620,Female,Group C,Bachelor's degree,Standard,Not complete,52,70,100,71,293,B
std-8621,Female,Group C,Bachelor's degree,Free/reduced,Not complete,64,85,75,69,293,B
std-8622,Female,Group E,Associate's degree,Free/reduced,Complete,95,79,49,77,300,B
std-8623,Female,Group D,High school,Free/reduced,Complete,80,85,100,55,320,A
std-8624,Female,Group B,Associate's degree,Standard,Complete,67,76,80,97,320,A
std-8625,Female,Group C,Some college,Standard,Complete,47,55,82,94,278,B
std-8626,Female,Group E,Master's degree,Standard,Not complete,55,91,59,85,290,B
std-8627,Female,Group C,Bachelor's degree,Free/reduced,Complete,71,100,82,70,323,A
std-8628,Female,Group D,High school,Free/reduced,Complete,56,78,75,64,273,B
std-8629,Female,Group A,Some college,Free/reduced,Not complete,45,39,89,83,256,B
std-8630,Female,Group D,Bachelor's degree,Free/reduced,Not complete,27,70,74,81,252,B
std-8631,Female,Group D,Some college,Free/reduced,Not complete,27,66,49,49,191,D
std-8632,Female,Group B,Master's degree,Standard,Not complete,73,98,69,67,307,B
std-8633,Female,Group D,High school,Free/reduced,Not complete,79,65,82,80,306,B
std-8634,Female,Group E,Associate's degree,Standard,Complete,81,74,91,61,307,B
std-8635,Female,Group E,Some college,Free/reduced,Not complete,74,74,73,54,275,B
std-8636,Female,Group D,High school,Standard,Complete,61,51,99,38,249,C
std-8637,Female,Group C,High school,Standard,Complete,31,72,65,100,268,B
std-8638,Female,Group E,Bachelor's degree,Free/reduced,Not complete,74,49,100,98,321,A
std-8639,Female,Group A,Some college,Standard,Not complete,56,100,79,86,321,A
std-8640,Female,Group A,Master's degree,Standard,Not complete,74,76,57,70,277,B
std-8641,Female,Group B,Bachelor's degree,Free/reduced,Not complete,81,51,96,71,299,B
std-8642,Female,Group D,Bachelor's degree,Free/reduced,Complete,87,63,98,59,307,B
std-8643,Female,Group E,Some college,Standard,Complete,77,64,52,70,263,B
std-8644,Female,Group D,Associate's degree,Free/reduced,Not complete,49,84,98,100,331,A
std-8645,Female,Group C,Associate's degree,Standard,Not complete,60,65,54,59,238,C
std-8646,Female,Group B,Some college,Standard,Complete,61,87,73,84,305,B
std-8647,Female,Group D,Associate's degree,Standard,Complete,70,69,70,41,250,B
std-8648,Female,Group D,Some college,Standard,Not complete,99,68,95,74,336,A
std-8649,Female,Group B,Bachelor's degree,Free/reduced,Not complete,84,44,79,77,284,B
std-8650,Female,Group E,High school,Standard,Not complete,36,76,64,82,258,B
std-8651,Female,Group A,High school,Standard,Not complete,46,64,70,71,251,B
std-8652,Female,Group D,Some college,Standard,Not complete,75,73,86,64,298,B
std-8653,Female,Group C,Bachelor's degree,Free/reduced,Not complete,62,95,74,55,286,B
std-8654,Female,Group C,Associate's degree,Standard,Not complete,41,89,44,79,253,B
std-8655,Female,Group B,Associate's degree,Free/reduced,Complete,47,73,100,91,311,B
std-8656,Female,Group B,High school,Standard,Complete,56,84,69,45,254,B
std-8657,Female,Group D,Associate's degree,Standard,Not complete,73,63,96,68,300,B
std-8658,Female,Group D,Associate's degree,Standard,Not complete,52,91,100,91,334,A
std-8659,Female,Group C,Associate's degree,Free/reduced,Not complete,66,56,95,51,268,B
std-8660,Female,Group C,Bachelor's degree,Standard,Not complete,100,40,96,64,300,B
std-8661,Female,Group B,High school,Standard,Complete,76,66,64,57,263,B
std-8662,Female,Group A,Associate's degree,Free/reduced,Not complete,51,50,92,64,257,B
std-8663,Female,Group B,High school,Standard,Not complete,60,49,100,70,279,B
std-8664,Female,Group A,High school,Standard,Complete,65,64,82,61,272,B
std-8665,Female,Group A,Bachelor's degree,Standard,Not complete,82,49,66,30,227,C
std-8666,Female,Group D,High school,Free/reduced,Not complete,64,29,55,59,207,C
std-8667,Female,Group B,High school,Standard,Complete,41,99,83,58,281,B
std-8668,Female,Group C,High school,Standard,Not complete,60,50,74,49,233,C
std-8669,Female,Group C,Bachelor's degree,Standard,Complete,66,97,73,61,297,B
std-8670,Female,Group D,Some college,Free/reduced,Not complete,91,62,38,50,241,C
std-8671,Female,Group C,Master's degree,Free/reduced,Complete,79,51,64,58,252,B
std-8672,Female,Group B,High school,Standard,Not complete,63,62,96,85,306,B
std-8673,Female,Group C,Some college,Standard,Not complete,40,70,57,85,252,B
std-8674,Female,Group C,High school,Standard,Complete,55,79,53,79,266,B
std-8675,Female,Group A,Bachelor's degree,Free/reduced,Complete,67,68,76,68,279,B
std-8676,Female,Group B,Some college,Free/reduced,Complete,58,88,53,44,243,C
std-8677,Female,Group E,High school,Free/reduced,Not complete,33,100,74,65,272,B
std-8678,Female,Group D,Some college,Standard,Complete,84,66,72,63,285,B
std-8679,Female,Group D,High school,Standard,Complete,79,59,95,59,292,B
std-8680,Female,Group C,Some college,Standard,Not complete,56,70,66,70,262,B
std-8681,Female,Group B,Some college,Free/reduced,Not complete,87,23,68,62,240,C
std-8682,Female,Group B,Bachelor's degree,Standard,Not complete,99,83,71,49,302,B
std-8683,Female,Group D,High school,Standard,Not complete,50,98,95,57,300,B
std-8684,Female,Group D,High school,Standard,Complete,59,53,87,62,261,B
std-8685,Female,Group D,High school,Standard,Not complete,61,65,93,53,272,B
std-8686,Female,Group E,Associate's degree,Standard,Complete,56,98,54,52,260,B
std-8687,Female,Group B,Bachelor's degree,Standard,Not complete,42,90,66,67,265,B
std-8688,Female,Group B,Master's degree,Standard,Complete,75,96,94,83,348,A
std-8689,Female,Group D,High school,Standard,Not complete,56,68,75,76,275,B
std-8690,Female,Group E,High school,Standard,Complete,79,78,84,67,308,B
std-8691,Female,Group A,Associate's degree,Free/reduced,Not complete,84,63,46,61,254,B
std-8692,Female,Group C,High school,Standard,Not complete,58,77,89,73,297,B
std-8693,Female,Group C,Some college,Standard,Complete,48,64,100,85,297,B
std-8694,Female,Group A,High school,Standard,Complete,100,74,74,63,311,B
std-8695,Female,Group C,Associate's degree,Standard,Complete,76,46,100,74,296,B
std-8696,Female,Group D,High school,Standard,Not complete,66,100,78,75,319,B
std-8697,Female,Group C,High school,Standard,Complete,67,40,94,77,278,B
std-8698,Female,Group A,Associate's degree,Standard,Complete,76,44,15,56,191,D
std-8699,Female,Group C,High school,Free/reduced,Not complete,77,35,80,86,278,B
std-8700,Female,Group E,High school,Standard,Not complete,59,81,79,69,288,B
std-8701,Female,Group E,Associate's degree,Standard,Complete,70,96,47,72,285,B
std-8702,Female,Group B,High school,Free/reduced,Not complete,52,80,80,80,292,B
std-8703,Female,Group E,High school,Free/reduced,Complete,27,87,98,70,282,B
