roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-7652,Female,Group A,High school,Standard,Not complete,92,82.0,70.0,55.0,299.0,B
std-7653,Female,Group D,Some college,Free/reduced,Not complete,48,59.0,99.0,95.0,301.0,B
std-7654,Female,Group B,High school,Standard,Not complete,46,62.0,78.0,60.0,246.0,C
std-7655,Female,Group E,High school,Free/reduced,Not complete,47,53.0,86.0,60.0,246.0,C
std-7656,Female,Group D,Associate's degree,Standard,Complete,27,64.0,96.0,66.0,253.0,B
std-7657,Female,Group E,Associate's degree,Free/reduced,Not complete,73,76.0,60.0,48.0,257.0,B
std-7658,Female,Group C,High school,Standard,Not complete,68,80.0,91.0,61.0,300.0,B
std-7659,Female,Group D,High school,Standard,Complete,58,77.0,82.0,25.0,242.0,C
std-7660,Female,Group C,Some college,Standard,Not complete,76,66.0,49.0,79.0,270.0,B
std-7661,Female,Group C,High school,Standard,Complete,84,59.0,60.0,61.0,264.0,B
std-7662,Female,Group D,High school,Standard,Not complete,88,80.0,50.0,54.0,272.0,B
std-7663,Female,Group C,High school,Standard,Not complete,79,44.0,76.0,29.0,228.0,C
std-7664,Female,Group B,High school,Standard,Not complete,56,56.0,77.0,63.0,252.0,B
std-7665,Female,Group C,Some college,Free/reduced,Complete,56,52.0,73.0,37.0,218.0,C
std-7666,Female,Group D,Some college,Standard,Not complete,85,60.0,82.0,54.0,281.0,B
std-7667,Female,Group C,Master's degree,Standard,Not complete,57,68.0,80.0,92.0,297.0,B
std-7668,Female,Group E,Some college,Standard,Not complete,84,63.0,58.0,46.0,251.0,B
std-7669,Female,Group C,Master's degree,Free/reduced,Not complete,48,64.0,78.0,78.0,268.0,B
std-7670,Female,Group E,Associate's degree,Free/reduced,Complete,62,89.0,52.0,59.0,262.0,B
std-7671,Female,Group D,Associate's degree,Free/reduced,Not complete,65,90.0,59.0,37.0,251.0,B
std-7672,Female,Group D,High school,Standard,Not complete,92,76.0,94.0,90.0,352.0,A
std-7673,Female,Group C,High school,Free/reduced,Not complete,58,96.0,48.0,49.0,251.0,B
std-7674,Female,Group C,High school,Standard,Not complete,86,85.0,79.0,69.0,319.0,B
std-7675,Female,Group C,Associate's degree,Free/reduced,Complete,55,71.0,77.0,47.0,250.0,B
std-7676,Female,Group C,High school,Standard,Not complete,56,94.0,63.0,74.0,287.0,B
std-7677,Female,Group D,High school,Standard,Complete,56,33.0,100.0,100.0,289.0,B
std-7678,Female,Group A,Master's degree,Standard,Complete,59,79.0,70.0,41.0,249.0,C
std-7679,Female,Group E,Bachelor's degree,Free/reduced,Not complete,63,75.0,80.0,72.0,290.0,B
std-7680,Female,Group B,Bachelor's degree,Free/reduced,Not complete,61,66.0,100.0,38.0,265.0,B
std-7681,Female,Group A,Some college,Standard,Not complete,44,96.0,79.0,99.0,318.0,B
std-7682,Female,Group D,Associate's degree,Free/reduced,Not complete,61,71.0,100.0,44.0,276.0,B
std-7683,Female,Group B,High school,Standard,Complete,81,64.0,100.0,98.0,343.0,A
std-7684,Female,Group C,Some college,Standard,Complete,67,65.0,57.0,60.0,249.0,C
std-7685,Female,Group E,High school,Standard,Complete,98,66.0,61.0,71.0,296.0,B
std-7686,Female,Group E,High school,Free/reduced,Complete,85,62.0,60.0,63.0,270.0,B
std-7687,Female,Group C,High school,Free/reduced,Complete,42,71.0,94.0,48.0,255.0,B
std-7688,Female,Group B,Master's degree,Standard,Complete,66,62.0,57.0,83.0,268.0,B
std-7689,Female,Group B,Bachelor's degree,Standard,Not complete,37,74.0,51.0,40.0,202.0,C
std-7690,Female,Group D,Bachelor's degree,Standard,Not complete,29,59.0,93.0,73.0,254.0,B
std-7691,Female,Group C,Some college,Free/reduced,Complete,55,75.0,46.0,46.0,222.0,C
std-7692,Female,Group C,High school,Standard,Not complete,76,37.0,74.0,66.0,253.0,B
std-7693,Female,Group C,Some college,Free/reduced,Complete,85,23.0,79.0,60.0,247.0,C
std-7694,Female,Group C,High school,Standard,Not complete,27,61.0,82.0,71.0,241.0,C
std-7695,Female,Group C,Bachelor's degree,Standard,Complete,60,47.0,74.0,80.0,261.0,B
std-7696,Female,Group D,High school,Standard,Not complete,58,55.0,98.0,75.0,286.0,B
std-7697,Female,Group D,Associate's degree,Standard,Not complete,82,78.0,51.0,50.0,261.0,B
std-7698,Female,Group D,Some college,Free/reduced,Not complete,54,84.0,79.0,39.0,256.0,B
std-7699,Female,Group E,Bachelor's degree,Free/reduced,Complete,77,54.0,97.0,27.0,255.0,B
std-7700,Female,Group B,High school,Standard,Not complete,52,31.0,89.0,66.0,238.0,C
std-7701,Female,Group C,Some college,Standard,Not complete,75,97.0,79.0,54.0,305.0,B
std-7702,Female,Group A,High school,Standard,Not complete,55,80.0,73.0,54.0,262.0,B
std-7703,Female,Group B,High school,Standard,Not complete,61,100.0,70.0,65.0,296.0,B
std-7704,Female,Group C,High school,Standard,Complete,73,51.0,92.0,71.0,287.0,B
std-7705,Female,Group B,Bachelor's degree,Free/reduced,Complete,67,100.0,41.0,28.0,236.0,C
std-7706,Female,Group B,Associate's degree,Standard,Not complete,84,70.0,85.0,71.0,310.0,B
std-7707,Female,Group A,Some college,Standard,Complete,91,74.0,88.0,65.0,318.0,B
std-7708,Female,Group B,Some college,Standard,Complete,96,54.0,53.0,96.0,299.0,B
std-7709,Female,Group A,High school,Standard,Complete,64,85.0,86.0,70.0,305.0,B
std-7710,Female,Group C,High school,Free/reduced,Not complete,69,88.0,80.0,71.0,308.0,B
std-7711,Female,Group C,High school,Standard,Not complete,64,73.0,88.0,66.0,291.0,B
std-7712,Female,Group D,Some college,Standard,Not complete,92,88.0,95.0,85.0,360.0,A
std-7713,Female,Group B,Associate's degree,Standard,Not complete,69,69.0,70.0,62.0,270.0,B
std-7714,Female,Group D,High school,Standard,Not complete,38,92.0,50.0,49.0,229.0,C
std-7715,Female,Group B,High school,Free/reduced,Complete,47,78.0,98.0,64.0,287.0,B
std-7716,Female,Group E,High school,Standard,Not complete,72,100.0,62.0,85.0,319.0,B
std-7717,Female,Group E,Some college,Standard,Not complete,51,54.0,77.0,98.0,280.0,B
std-7718,Female,Group A,High school,Standard,Complete,78,52.0,75.0,84.0,289.0,B
std-7719,Female,Group C,Some college,Free/reduced,Complete,62,62.0,55.0,46.0,225.0,C
std-7720,Female,Group C,Associate's degree,Standard,Not complete,67,66.0,49.0,67.0,249.0,C
std-7721,Female,Group D,Some college,Standard,Not complete,73,41.0,81.0,43.0,238.0,C
std-7722,Female,Group D,High school,Standard,Not complete,65,77.0,68.0,93.0,303.0,B
std-7723,Female,Group E,High school,Standard,Not complete,100,46.0,65.0,59.0,270.0,B
std-7724,Female,Group B,High school,Standard,Complete,28,79.0,99.0,91.0,297.0,B
std-7725,Female,Group D,Master's degree,Standard,Complete,78,66.0,100.0,86.0,330.0,A
std-7726,Female,Group B,High school,Free/reduced,Complete,72,51.0,61.0,77.0,261.0,B
std-7727,Female,Group C,High school,Standard,Not complete,86,46.0,72.0,58.0,262.0,B
std-7728,Female,Group C,High school,Standard,Not complete,73,47.0,77.0,87.0,284.0,B
std-7729,Female,Group B,Some college,Standard,Not complete,50,66.0,78.0,67.0,261.0,B
std-7730,Female,Group D,Associate's degree,Standard,Complete,54,63.0,63.0,58.0,238.0,C
std-7731,Female,Group D,Some college,Standard,Complete,27,46.0,85.0,72.0,230.0,C
std-7732,Female,Group A,High school,Standard,Complete,72,85.0,75.0,62.0,294.0,B
std-7733,Female,Group B,Associate's degree,Standard,Not complete,74,73.0,73.0,49.0,269.0,B
std-7734,Female,Group C,Master's degree,Free/reduced,Not complete,43,62.0,64.0,82.0,251.0,B
std-7735,Female,Group E,High school,Standard,Complete,68,99.0,88.0,61.0,316.0,B
std-7736,Female,Group C,High school,Standard,Complete,71,55.0,66.0,100.0,292.0,B
std-7737,Female,Group B,High school,Free/reduced,Not complete,75,66.0,89.0,75.0,305.0,B
std-7738,Female,Group C,High school,Standard,Not complete,90,76.0,80.0,97.0,343.0,A
std-7739,Female,Group B,High school,Standard,Not complete,34,85.0,33.0,70.0,222.0,C
std-7740,Female,Group D,Bachelor's degree,Standard,Not complete,67,87.0,40.0,82.0,276.0,B
std-7741,Female,Group C,Some college,Standard,Complete,73,63.0,64.0,84.0,284.0,B
std-7742,Female,Group D,Master's degree,Standard,Complete,36,100.0,76.0,60.0,272.0,B
std-7743,Female,Group D,High school,Free/reduced,Complete,74,54.0,95.0,76.0,299.0,B
std-7744,Female,Group D,Associate's degree,Standard,Not complete,58,100.0,60.0,70.0,288.0,B
std-7745,Female,Group B,Some college,Standard,Not complete,56,100.0,96.0,74.0,326.0,A
std-7746,Female,Group B,High school,Free/reduced,Not complete,76,73.0,79.0,60.0,288.0,B
std-7747,Female,Group D,High school,Standard,Complete,45,75.0,43.0,53.0,216.0,C
std-7748,Female,Group B,High school,Standard,Complete,59,72.0,66.0,68.0,265.0,B
std-7749,Female,Group B,High school,Standard,Complete,64,71.0,81.0,63.0,279.0,B
std-7750,Female,Group E,Some college,Standard,Not complete,33,72.0,66.0,88.0,259.0,B
std-7751,Female,Group C,High school,Standard,Not complete,38,49.0,69.0,71.0,227.0,C
std-7752,Female,Group B,Some college,Standard,Not complete,78,71.0,44.0,84.0,277.0,B
std-7753,Female,Group D,Bachelor's degree,Standard,Not complete,74,91.0,72.0,73.0,310.0,B
std-7754,Female,Group B,Associate's degree,Standard,Complete,57,82.0,82.0,64.0,285.0,B
std-7755,Female,Group C,Associate's degree,Free/reduced,Not complete,76,100.0,73.0,78.0,327.0,A
std-7756,Female,Group D,Some college,Free/reduced,Not complete,55,62.0,72.0,71.0,260.0,B
std-7757,Female,Group D,Some college,Standard,Not complete,59,74.0,66.0,50.0,249.0,C
std-7758,Female,Group C,Associate's degree,Standard,Complete,36,36.0,95.0,68.0,235.0,C
std-7759,Female,Group D,Some college,Standard,Not complete,66,90.0,90.0,76.0,322.0,A
std-7760,Female,Group A,Bachelor's degree,Free/reduced,Not complete,64,46.0,97.0,38.0,245.0,C
std-7761,Female,Group C,High school,Standard,Not complete,51,100.0,86.0,98.0,335.0,A
std-7762,Female,Group E,Some college,Standard,Not complete,61,57.0,74.0,65.0,257.0,B
std-7763,Female,Group D,Associate's degree,Standard,Not complete,27,70.0,100.0,80.0,277.0,B
std-7764,Female,Group D,Some college,Free/reduced,Not complete,100,96.0,63.0,48.0,307.0,B
std-7765,Female,Group A,High school,Free/reduced,Not complete,44,63.0,69.0,69.0,245.0,C
std-7766,Female,Group B,Bachelor's degree,Free/reduced,Complete,66,100.0,69.0,93.0,328.0,A
std-7767,Female,Group E,High school,Standard,Complete,61,100.0,93.0,66.0,320.0,A
std-7768,Female,Group E,Associate's degree,Standard,Complete,67,69.0,75.0,94.0,305.0,B
std-7769,Female,Group B,Some college,Standard,Complete,50,46.0,78.0,74.0,248.0,C
std-7770,Female,Group A,Associate's degree,Standard,Complete,83,40.0,92.0,74.0,289.0,B
std-7771,Female,Group C,Bachelor's degree,Standard,Not complete,69,60.0,98.0,84.0,311.0,B
std-7772,Female,Group D,High school,Standard,Not complete,88,80.0,52.0,64.0,284.0,B
std-7773,Female,Group B,Master's degree,Standard,Complete,29,35.0,66.0,77.0,207.0,C
std-7774,Female,Group C,Associate's degree,Standard,Not complete,62,30.0,63.0,81.0,236.0,C
std-7775,Female,Group B,Bachelor's degree,Free/reduced,Not complete,57,69.0,58.0,70.0,254.0,B
std-7776,Female,Group C,Some college,Free/reduced,Not complete,57,67.0,83.0,26.0,233.0,C
std-7777,Female,Group E,High school,Free/reduced,Complete,27,65.0,70.0,59.0,221.0,C
std-7778,Female,Group D,High school,Standard,Not complete,65,74.0,100.0,90.0,329.0,A
std-7779,Female,Group A,Some college,Standard,Not complete,50,78.0,79.0,72.0,279.0,B
std-7780,Female,Group A,Some college,Standard,Complete,30,89.0,69.0,100.0,288.0,B
std-7781,Female,Group A,High school,Standard,Not complete,56,93.0,64.0,83.0,296.0,B
std-7782,Female,Group D,High school,Standard,Not complete,62,44.0,100.0,79.0,285.0,B
std-7783,Female,Group E,Some college,Standard,Complete,89,50.0,83.0,80.0,302.0,B
std-7784,Female,Group E,Some college,Standard,Not complete,56,92.0,63.0,77.0,288.0,B
std-7785,Female,Group C,Associate's degree,Standard,Complete,34,60.0,79.0,66.0,239.0,C
std-7786,Female,Group E,Some college,Standard,Complete,85,77.0,77.0,88.0,327.0,A
std-7787,Female,Group B,High school,Standard,Not complete,57,56.0,80.0,73.0,266.0,B
std-7788,Female,Group E,Some college,Standard,Complete,71,53.0,94.0,64.0,282.0,B
std-7789,Female,Group C,High school,Standard,Complete,75,66.0,86.0,61.0,288.0,B
std-7790,Female,Group E,High school,Standard,Not complete,75,82.0,87.0,40.0,284.0,B
std-7791,Female,Group C,High school,Standard,Complete,81,49.0,34.0,70.0,234.0,C
std-7792,Female,Group C,High school,Standard,Not complete,82,67.0,68.0,57.0,274.0,B
std-7793,Female,Group C,High school,Standard,Not complete,73,57.0,46.0,77.0,253.0,B
std-7794,Female,Group C,Associate's degree,Standard,Complete,70,28.0,81.0,48.0,227.0,C
std-7795,Female,Group C,Bachelor's degree,Standard,Complete,36,67.0,42.0,75.0,220.0,C
std-7796,Female,Group A,Associate's degree,Standard,Not complete,70,80.0,52.0,78.0,280.0,B
std-7797,Female,Group B,Associate's degree,Standard,Not complete,82,83.0,86.0,61.0,312.0,B
std-7798,Female,Group E,High school,Standard,Not complete,52,31.0,97.0,61.0,241.0,C
std-7799,Female,Group C,High school,Standard,Complete,27,42.0,71.0,71.0,211.0,C
std-7800,Female,Group C,Master's degree,Standard,Not complete,27,74.0,100.0,68.0,269.0,B
std-7801,Female,Group E,High school,Free/reduced,Complete,30,60.0,91.0,86.0,267.0,B
std-7802,Female,Group D,High school,Standard,Complete,69,43.0,96.0,67.0,275.0,B
std-7803,Female,Group B,Bachelor's degree,Standard,Complete,58,91.0,92.0,81.0,322.0,A
std-7804,Female,Group B,High school,Free/reduced,Not complete,59,85.0,81.0,81.0,306.0,B
std-7805,Female,Group D,High school,Free/reduced,Not complete,54,82.0,65.0,60.0,261.0,B
std-7806,Female,Group D,High school,Standard,Not complete,85,36.0,73.0,84.0,278.0,B
std-7807,Female,Group A,Some college,Standard,Not complete,53,80.0,72.0,51.0,256.0,B
std-7808,Female,Group D,High school,Free/reduced,Not complete,46,49.0,80.0,76.0,251.0,B
std-7809,Female,Group D,High school,Standard,Complete,43,92.0,73.0,87.0,295.0,B
std-7810,Female,Group D,High school,Standard,Not complete,94,24.0,87.0,47.0,252.0,B
std-7811,Female,Group B,Bachelor's degree,Standard,Complete,79,23.0,99.0,76.0,277.0,B
std-7812,Female,Group D,Some college,Standard,Not complete,62,93.0,81.0,85.0,321.0,A
std-7813,Female,Group E,High school,Standard,Not complete,74,88.0,74.0,79.0,315.0,B
std-7814,Female,Group C,Associate's degree,Standard,Complete,33,65.0,78.0,90.0,266.0,B
std-7815,Female,Group C,Associate's degree,Standard,Not complete,55,96.0,40.0,84.0,275.0,B
std-7816,Female,Group D,High school,Standard,Not complete,37,89.0,86.0,76.0,288.0,B
std-7817,Female,Group C,High school,Free/reduced,Complete,70,63.0,73.0,79.0,285.0,B
std-7818,Female,Group E,High school,Standard,Complete,27,80.0,49.0,66.0,222.0,C
std-7819,Female,Group D,High school,Standard,Not complete,41,75.0,85.0,67.0,268.0,B
std-7820,Female,Group C,High school,Standard,Complete,95,74.0,98.0,66.0,333.0,A
std-7821,Female,Group B,Associate's degree,Standard,Complete,56,42.0,93.0,87.0,278.0,B
std-7822,Female,Group C,Master's degree,Free/reduced,Not complete,58,88.0,49.0,77.0,272.0,B
std-7823,Female,Group D,Bachelor's degree,Standard,Complete,28,23.0,57.0,53.0,161.0,D
std-7824,Female,Group B,High school,Free/reduced,Not complete,64,75.0,72.0,75.0,286.0,B
std-7825,Female,Group D,Associate's degree,Standard,Complete,78,58.0,92.0,32.0,260.0,B
std-7826,Female,Group B,Some college,Standard,Not complete,69,60.0,62.0,51.0,242.0,C
std-7827,Female,Group D,Some college,Free/reduced,Not complete,73,62.0,100.0,90.0,325.0,A
std-7828,Female,Group E,Associate's degree,Standard,Complete,72,35.0,65.0,70.0,242.0,C
std-7829,Female,Group C,High school,Standard,Not complete,47,61.0,70.0,64.0,242.0,C
std-7830,Female,Group D,Bachelor's degree,Standard,Complete,76,51.0,84.0,47.0,258.0,B
std-7831,Female,Group E,Master's degree,Free/reduced,Not complete,75,70.0,69.0,61.0,275.0,B
std-7832,Female,Group B,Some college,Standard,Complete,61,88.0,98.0,69.0,316.0,B
std-7833,Female,Group C,Associate's degree,Standard,Not complete,100,80.0,100.0,83.0,363.0,A
std-7834,Female,Group D,Some college,Standard,Not complete,61,79.0,42.0,63.0,245.0,C
std-7835,Female,Group C,High school,Standard,Complete,74,67.0,78.0,86.0,305.0,B
std-7836,Female,Group C,Some college,Free/reduced,Complete,78,44.0,73.0,61.0,256.0,B
std-7837,Female,Group C,Master's degree,Free/reduced,Not complete,67,84.0,72.0,62.0,285.0,B
std-7838,Female,Group D,Bachelor's degree,Free/reduced,Not complete,27,59.0,76.0,69.0,231.0,C
std-7839,Female,Group A,High school,Standard,Complete,38,85.0,53.0,66.0,242.0,C
std-7840,Female,Group D,Associate's degree,Free/reduced,Not complete,52,57.0,77.0,46.0,232.0,C
std-7841,Female,Group C,Some college,Free/reduced,Complete,47,79.0,98.0,66.0,290.0,B
std-7842,Female,Group D,High school,Free/reduced,Complete,31,60.0,65.0,77.0,233.0,C
std-7843,Female,Group C,High school,Standard,Complete,54,39.0,62.0,76.0,231.0,C
std-7844,Female,Group D,High school,Free/reduced,Not complete,58,78.0,77.0,47.0,260.0,B
std-7845,Female,Group E,Associate's degree,Standard,Not complete,69,45.0,49.0,65.0,228.0,C
std-7846,Female,Group E,Some college,Free/reduced,Not complete,87,53.0,46.0,85.0,271.0,B
std-7847,Female,Group B,Associate's degree,Free/reduced,Not complete,28,62.0,45.0,50.0,185.0,D
std-7848,Female,Group C,High school,Standard,Not complete,80,92.0,61.0,83.0,316.0,B
std-7849,Female,Group D,Some college,Standard,Not complete,88,78.0,96.0,63.0,325.0,A
std-7850,Female,Group B,Associate's degree,Standard,Complete,100,88.0,85.0,63.0,336.0,A
std-7851,Female,Group C,Associate's degree,Standard,Complete,37,55.0,35.0,61.0,188.0,D
std-7852,Female,Group E,Associate's degree,Standard,Not complete,78,100.0,81.0,59.0,318.0,B
std-7853,Female,Group E,High school,Standard,Complete,66,50.0,86.0,34.0,236.0,C
std-7854,Female,Group E,Associate's degree,Standard,Not complete,79,69.0,56.0,66.0,270.0,B
std-7855,Female,Group E,High school,Standard,Not complete,27,86.0,95.0,61.0,269.0,B
std-7856,Female,Group A,Associate's degree,Free/reduced,Not complete,84,88.0,75.0,48.0,295.0,B
std-7857,Female,Group C,Master's degree,Standard,Complete,33,80.0,68.0,66.0,247.0,C
std-7858,Female,Group B,Associate's degree,Standard,Complete,62,76.0,87.0,68.0,293.0,B
std-7859,Female,Group D,High school,Standard,Not complete,28,71.0,100.0,66.0,265.0,B
std-7860,Female,Group C,Associate's degree,Standard,Not complete,54,41.0,55.0,32.0,182.0,D
std-7861,Female,Group C,Associate's degree,Free/reduced,Complete,40,100.0,20.0,92.0,252.0,B
std-7862,Female,Group B,Associate's degree,Standard,Not complete,74,69.0,67.0,66.0,276.0,B
std-7863,Female,Group C,High school,Standard,Not complete,27,79.0,100.0,77.0,283.0,B
std-7864,Female,Group E,High school,Standard,Not complete,63,94.0,58.0,70.0,285.0,B
std-7865,Female,Group C,Associate's degree,Free/reduced,Complete,30,36.0,80.0,96.0,242.0,C
std-7866,Female,Group C,Associate's degree,Standard,Complete,100,53.0,57.0,88.0,298.0,B
std-7867,Female,Group B,Some college,Standard,Complete,40,63.0,76.0,63.0,242.0,C
std-7868,Female,Group B,High school,Standard,Not complete,73,56.0,71.0,37.0,237.0,C
std-7869,Female,Group E,Associate's degree,Standard,Not complete,67,76.0,44.0,94.0,281.0,B
std-7870,Female,Group D,High school,Free/reduced,Not complete,34,46.0,88.0,77.0,245.0,C
std-7871,Female,Group C,Bachelor's degree,Standard,Complete,69,30.0,57.0,83.0,239.0,C
std-7872,Female,Group D,Some college,Standard,Complete,87,40.0,93.0,90.0,310.0,B
std-7873,Female,Group C,High school,Free/reduced,Complete,64,93.0,84.0,64.0,305.0,B
std-7874,Female,Group C,Some college,Free/reduced,Complete,59,23.0,79.0,59.0,220.0,C
std-7875,Female,Group E,High school,Standard,Complete,71,74.0,76.0,77.0,298.0,B
std-7876,Female,Group B,High school,Standard,Not complete,100,42.0,100.0,87.0,329.0,A
std-7877,Female,Group C,Some college,Standard,Not complete,73,64.0,85.0,71.0,293.0,B
std-7878,Female,Group C,Some college,Standard,Not complete,63,100.0,64.0,55.0,282.0,B
std-7879,Female,Group B,High school,Free/reduced,Complete,79,58.0,79.0,78.0,294.0,B
std-7880,Female,Group C,High school,Free/reduced,Complete,79,85.0,60.0,54.0,278.0,B
std-7881,Female,Group D,High school,Standard,Not complete,67,61.0,74.0,79.0,281.0,B
std-7882,Female,Group E,Associate's degree,Free/reduced,Not complete,97,81.0,99.0,70.0,347.0,A
std-7883,Female,Group D,Associate's degree,Free/reduced,Complete,52,86.0,71.0,51.0,260.0,B
std-7884,Female,Group C,Some college,Standard,Not complete,90,45.0,67.0,100.0,302.0,B
std-7885,Female,Group E,Some college,Standard,Complete,37,88.0,75.0,94.0,294.0,B
std-7886,Female,Group D,High school,Free/reduced,Not complete,91,100.0,84.0,59.0,334.0,A
std-7887,Female,Group A,Some college,Free/reduced,Not complete,50,68.0,100.0,51.0,269.0,B
std-7888,Female,Group D,High school,Free/reduced,Not complete,60,72.0,97.0,61.0,290.0,B
std-7889,Female,Group D,High school,Standard,Complete,67,40.0,75.0,50.0,232.0,C
std-7890,Female,Group D,High school,Free/reduced,Not complete,78,73.0,61.0,65.0,277.0,B
std-7891,Female,Group A,Associate's degree,Standard,Not complete,50,84.0,39.0,66.0,239.0,C
std-7892,Female,Group D,Bachelor's degree,Standard,Complete,81,84.0,100.0,81.0,346.0,A
std-7893,Female,Group C,Associate's degree,Free/reduced,Complete,87,60.0,95.0,83.0,325.0,A
std-7894,Female,Group C,Master's degree,Standard,Complete,46,76.0,68.0,72.0,262.0,B
std-7895,Female,Group C,Some college,Free/reduced,Not complete,58,67.0,67.0,74.0,266.0,B
std-7896,Female,Group C,Associate's degree,Standard,Complete,57,52.0,85.0,73.0,267.0,B
std-7897,Female,Group D,Associate's degree,Standard,Not complete,67,60.0,60.0,85.0,272.0,B
std-7898,Female,Group C,High school,Standard,Not complete,29,58.0,50.0,64.0,201.0,C
std-7899,Female,Group A,Some college,Standard,Complete,56,71.0,100.0,71.0,298.0,B
std-7900,Female,Group D,Master's degree,Standard,Complete,38,91.0,79.0,98.0,306.0,B
std-7901,Female,Group D,Bachelor's degree,Standard,Not complete,60,75.0,74.0,76.0,285.0,B
std-7902,Female,Group C,High school,Standard,Not complete,27,46.0,85.0,63.0,221.0,C
std-7903,Female,Group A,High school,Standard,Not complete,60,78.0,96.0,56.0,290.0,B
std-7904,Female,Group A,High school,Standard,Complete,74,53.0,75.0,90.0,292.0,B
std-7905,Female,Group C,High school,Standard,Not complete,75,71.0,85.0,77.0,308.0,B
std-7906,Female,Group D,High school,Standard,Complete,65,77.0,100.0,35.0,277.0,B
std-7907,Female,Group B,High school,Standard,Not complete,62,84.0,61.0,71.0,278.0,B
std-7908,Female,Group E,High school,Free/reduced,Not complete,62,75.0,85.0,80.0,302.0,B
std-7909,Female,Group E,Associate's degree,Standard,Complete,34,78.0,100.0,50.0,262.0,B
std-7910,Female,Group D,Associate's degree,Standard,Complete,58,83.0,84.0,50.0,275.0,B
std-7911,Female,Group B,Some college,Standard,Not complete,35,70.0,100.0,90.0,295.0,B
std-7912,Female,Group E,Master's degree,Free/reduced,Complete,75,84.0,100.0,42.0,301.0,B
std-7913,Female,Group D,Bachelor's degree,Standard,Complete,68,95.0,73.0,88.0,324.0,A
std-7914,Female,Group A,Some college,Standard,Complete,56,30.0,100.0,91.0,277.0,B
std-7915,Female,Group D,Some college,Standard,Complete,73,43.0,65.0,37.0,218.0,C
std-7916,Female,Group D,Some college,Free/reduced,Complete,65,52.0,85.0,89.0,291.0,B
std-7917,Female,Group C,Associate's degree,Standard,Complete,69,72.0,88.0,51.0,280.0,B
std-7918,Female,Group E,Bachelor's degree,Standard,Not complete,62,51.0,71.0,41.0,225.0,C
std-7919,Female,Group E,Some college,Free/reduced,Not complete,70,86.0,99.0,73.0,328.0,A
std-7920,Female,Group C,High school,Standard,Not complete,70,91.0,57.0,46.0,264.0,B
std-7921,Female,Group E,High school,Free/reduced,Complete,73,28.0,39.0,66.0,206.0,C
std-7922,Female,Group E,High school,Standard,Not complete,57,96.0,76.0,82.0,311.0,B
std-7923,Female,Group D,Some college,Standard,Not complete,70,86.0,53.0,78.0,287.0,B
std-7924,Female,Group E,High school,Standard,Complete,47,85.0,58.0,99.0,289.0,B
std-7925,Female,Group A,High school,Standard,Not complete,27,45.0,74.0,92.0,238.0,C
std-7926,Female,Group D,Associate's degree,Standard,Complete,41,89.0,94.0,67.0,291.0,B
std-7927,Female,Group C,Some college,Free/reduced,Complete,61,73.0,78.0,58.0,270.0,B
std-7928,Female,Group D,Some college,Standard,Not complete,53,80.0,79.0,96.0,308.0,B
std-7929,Female,Group C,High school,Free/reduced,Complete,54,62.0,85.0,43.0,244.0,C
std-7930,Female,Group A,High school,Standard,Complete,30,87.0,82.0,79.0,278.0,B
std-7931,Female,Group D,Master's degree,Free/reduced,Not complete,92,87.0,97.0,44.0,320.0,A
std-7932,Female,Group D,Associate's degree,Free/reduced,Complete,77,36.0,100.0,50.0,263.0,B
std-7933,Female,Group E,Bachelor's degree,Standard,Not complete,53,57.0,75.0,56.0,241.0,C
std-7934,Female,Group C,Bachelor's degree,Standard,Complete,57,63.0,97.0,74.0,291.0,B
std-7935,Female,Group C,Bachelor's degree,Free/reduced,Not complete,69,65.0,95.0,37.0,266.0,B
std-7936,Female,Group A,High school,Standard,Complete,60,80.0,98.0,66.0,304.0,B
std-7937,Female,Group C,High school,Standard,Not complete,75,51.0,87.0,79.0,292.0,B
std-7938,Female,Group D,Some college,Standard,Complete,73,72.0,86.0,76.0,307.0,B
std-7939,Female,Group D,Master's degree,Free/reduced,Not complete,67,50.0,77.0,33.0,227.0,C
std-7940,Female,Group D,High school,Free/reduced,Not complete,71,42.0,86.0,53.0,252.0,B
std-7941,Female,Group A,Some college,Standard,Not complete,55,43.0,66.0,70.0,234.0,C
std-7942,Female,Group A,Bachelor's degree,Free/reduced,Not complete,83,67.0,96.0,72.0,318.0,B
std-7943,Female,Group B,Bachelor's degree,Standard,Not complete,86,31.0,82.0,69.0,268.0,B
std-7944,Female,Group A,High school,Standard,Complete,56,72.0,67.0,64.0,259.0,B
std-7945,Female,Group B,High school,Standard,Complete,63,91.0,94.0,85.0,333.0,A
std-7946,Female,Group C,Some college,Standard,Not complete,53,77.0,70.0,83.0,283.0,B
std-7947,Female,Group D,High school,Standard,Not complete,82,75.0,100.0,79.0,336.0,A
std-7948,Female,Group A,High school,Standard,Not complete,56,60.0,61.0,70.0,247.0,C
std-7949,Female,Group E,Some college,Standard,Complete,30,96.0,82.0,72.0,280.0,B
std-7950,Female,Group B,High school,Standard,Complete,63,77.0,69.0,81.0,290.0,B
std-7951,Female,Group E,Some college,Standard,Complete,61,90.0,51.0,67.0,269.0,B
std-7952,Female,Group C,Master's degree,Free/reduced,Not complete,27,92.0,91.0,71.0,281.0,B
std-7953,Female,Group C,Associate's degree,Standard,Not complete,91,68.0,92.0,84.0,335.0,A
